Overall,Balance,Stamina,Strength,HeadingAccuracy,ShortPassing,LongPassing,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Aggression,Jumping,Vision,Composure,StandingTackle,SlidingTackle
76,77.0,83.0,65.0,61.0,72.0,74.0,76.0,76.0,88.0,89.0,78.0,75.0,75.0,90.0,68.0,67.0,75.0,76.0
76,54.0,81.0,86.0,75.0,77.0,74.0,73.0,78.0,67.0,67.0,67.0,75.0,77.0,74.0,70.0,75.0,75.0,71.0
76,67.0,70.0,76.0,70.0,69.0,54.0,75.0,78.0,72.0,77.0,75.0,87.0,38.0,71.0,69.0,77.0,24.0,19.0
76,38.0,57.0,91.0,77.0,73.0,43.0,51.0,63.0,41.0,51.0,32.0,46.0,82.0,58.0,42.0,71.0,74.0,75.0
76,83.0,66.0,57.0,68.0,72.0,59.0,78.0,82.0,79.0,76.0,76.0,71.0,63.0,74.0,73.0,71.0,40.0,32.0
76,60.0,63.0,73.0,74.0,60.0,57.0,53.0,67.0,68.0,68.0,65.0,50.0,78.0,72.0,33.0,76.0,79.0,78.0
76,70.0,69.0,76.0,76.0,68.0,42.0,69.0,76.0,77.0,69.0,78.0,74.0,83.0,90.0,59.0,80.0,16.0,16.0
76,80.0,77.0,65.0,60.0,74.0,68.0,78.0,75.0,76.0,78.0,78.0,70.0,74.0,78.0,72.0,78.0,78.0,73.0
76,30.0,44.0,86.0,90.0,73.0,49.0,67.0,80.0,29.0,32.0,33.0,79.0,71.0,55.0,70.0,82.0,25.0,15.0
76,77.0,79.0,77.0,74.0,73.0,70.0,56.0,65.0,69.0,70.0,65.0,62.0,82.0,83.0,55.0,69.0,74.0,78.0
76,85.0,66.0,65.0,67.0,74.0,66.0,79.0,80.0,83.0,75.0,86.0,77.0,42.0,81.0,75.0,74.0,41.0,25.0
76,61.0,75.0,64.0,61.0,77.0,69.0,75.0,75.0,75.0,76.0,73.0,75.0,76.0,73.0,75.0,72.0,44.0,28.0
76,50.0,78.0,78.0,78.0,68.0,65.0,70.0,67.0,34.0,70.0,54.0,64.0,88.0,72.0,55.0,70.0,73.0,75.0
76,37.0,68.0,83.0,73.0,67.0,75.0,45.0,55.0,52.0,63.0,38.0,71.0,80.0,81.0,44.0,75.0,75.0,77.0
76,68.0,72.0,67.0,66.0,72.0,66.0,83.0,78.0,79.0,80.0,83.0,75.0,42.0,68.0,72.0,76.0,57.0,52.0
76,78.0,73.0,33.0,56.0,74.0,72.0,77.0,76.0,84.0,68.0,83.0,69.0,65.0,32.0,77.0,76.0,58.0,51.0
76,60.0,76.0,75.0,68.0,77.0,70.0,71.0,74.0,64.0,56.0,61.0,69.0,85.0,87.0,67.0,76.0,75.0,70.0
76,67.0,77.0,68.0,74.0,76.0,62.0,78.0,79.0,77.0,75.0,78.0,76.0,72.0,71.0,72.0,76.0,30.0,26.0
76,74.0,72.0,66.0,44.0,69.0,59.0,79.0,77.0,94.0,93.0,79.0,75.0,53.0,48.0,69.0,75.0,16.0,21.0
76,50.0,63.0,76.0,79.0,61.0,60.0,50.0,58.0,52.0,59.0,54.0,71.0,82.0,71.0,51.0,68.0,77.0,79.0
76,36.0,76.0,81.0,72.0,61.0,49.0,70.0,72.0,72.0,76.0,66.0,76.0,73.0,64.0,56.0,70.0,28.0,29.0
76,79.0,83.0,61.0,42.0,68.0,78.0,77.0,77.0,77.0,73.0,75.0,72.0,73.0,61.0,76.0,70.0,52.0,45.0
76,74.0,72.0,75.0,65.0,67.0,54.0,72.0,72.0,87.0,87.0,75.0,80.0,70.0,72.0,67.0,71.0,23.0,20.0
76,77.0,79.0,90.0,63.0,74.0,76.0,75.0,78.0,68.0,63.0,65.0,93.0,77.0,70.0,75.0,76.0,66.0,60.0
76,47.0,34.0,70.0,10.0,31.0,35.0,13.0,14.0,35.0,43.0,40.0,23.0,35.0,65.0,45.0,57.0,15.0,11.0
76,50.0,33.0,54.0,19.0,32.0,32.0,22.0,31.0,42.0,50.0,62.0,24.0,24.0,69.0,62.0,57.0,15.0,18.0
76,65.0,87.0,78.0,70.0,76.0,72.0,77.0,76.0,77.0,82.0,76.0,76.0,66.0,81.0,66.0,72.0,73.0,72.0
76,73.0,71.0,61.0,42.0,73.0,72.0,76.0,74.0,76.0,74.0,84.0,83.0,53.0,62.0,81.0,77.0,21.0,20.0
76,78.0,70.0,55.0,51.0,78.0,75.0,79.0,80.0,74.0,72.0,78.0,74.0,63.0,60.0,74.0,77.0,48.0,38.0
76,61.0,27.0,61.0,14.0,33.0,37.0,11.0,32.0,48.0,46.0,58.0,37.0,28.0,75.0,58.0,58.0,11.0,17.0
76,76.0,71.0,68.0,60.0,74.0,58.0,78.0,77.0,74.0,72.0,77.0,81.0,68.0,64.0,74.0,71.0,40.0,36.0
76,54.0,68.0,81.0,75.0,57.0,51.0,56.0,59.0,54.0,65.0,69.0,68.0,81.0,72.0,49.0,66.0,78.0,72.0
76,55.0,72.0,82.0,83.0,72.0,61.0,70.0,71.0,53.0,58.0,58.0,78.0,86.0,82.0,72.0,76.0,48.0,24.0
76,70.0,85.0,66.0,62.0,74.0,74.0,80.0,79.0,78.0,79.0,77.0,82.0,88.0,79.0,72.0,77.0,73.0,73.0
76,42.0,66.0,87.0,76.0,69.0,72.0,35.0,58.0,48.0,52.0,40.0,53.0,76.0,55.0,59.0,67.0,80.0,75.0
76,35.0,40.0,52.0,22.0,36.0,32.0,14.0,18.0,47.0,34.0,69.0,25.0,29.0,67.0,47.0,68.0,19.0,10.0
76,58.0,54.0,86.0,76.0,76.0,69.0,71.0,74.0,59.0,58.0,56.0,77.0,92.0,75.0,66.0,68.0,77.0,73.0
76,78.0,69.0,61.0,78.0,68.0,34.0,75.0,77.0,79.0,78.0,85.0,70.0,78.0,77.0,61.0,72.0,15.0,18.0
76,56.0,61.0,69.0,77.0,62.0,55.0,76.0,75.0,73.0,78.0,62.0,76.0,57.0,55.0,65.0,65.0,23.0,22.0
76,44.0,30.0,69.0,20.0,32.0,52.0,19.0,33.0,41.0,35.0,31.0,39.0,26.0,63.0,39.0,57.0,13.0,14.0
76,75.0,84.0,74.0,64.0,80.0,74.0,75.0,77.0,73.0,76.0,74.0,81.0,81.0,67.0,74.0,74.0,71.0,67.0
76,78.0,89.0,68.0,45.0,73.0,62.0,78.0,76.0,85.0,79.0,76.0,74.0,63.0,67.0,66.0,68.0,33.0,29.0
76,58.0,73.0,78.0,77.0,73.0,77.0,64.0,71.0,48.0,62.0,61.0,72.0,77.0,68.0,70.0,71.0,77.0,76.0
76,77.0,78.0,73.0,61.0,84.0,82.0,73.0,77.0,67.0,66.0,73.0,75.0,63.0,71.0,82.0,69.0,72.0,70.0
76,73.0,81.0,73.0,68.0,74.0,77.0,67.0,73.0,77.0,72.0,74.0,73.0,81.0,91.0,64.0,66.0,76.0,68.0
76,67.0,79.0,77.0,72.0,74.0,61.0,78.0,77.0,78.0,79.0,74.0,80.0,72.0,65.0,72.0,76.0,73.0,68.0
76,44.0,69.0,83.0,77.0,66.0,60.0,56.0,64.0,63.0,49.0,46.0,48.0,78.0,33.0,30.0,64.0,78.0,78.0
76,77.0,75.0,63.0,73.0,74.0,59.0,80.0,77.0,78.0,77.0,74.0,72.0,50.0,76.0,70.0,75.0,33.0,30.0
76,51.0,69.0,91.0,77.0,67.0,52.0,70.0,70.0,68.0,73.0,63.0,81.0,80.0,75.0,71.0,70.0,34.0,27.0
76,47.0,41.0,62.0,13.0,38.0,36.0,15.0,17.0,42.0,43.0,48.0,25.0,37.0,63.0,40.0,56.0,15.0,11.0
76,64.0,80.0,80.0,79.0,73.0,54.0,71.0,73.0,69.0,69.0,73.0,73.0,72.0,82.0,63.0,72.0,29.0,16.0
76,65.0,76.0,83.0,82.0,72.0,68.0,62.0,65.0,55.0,66.0,61.0,59.0,75.0,75.0,59.0,69.0,75.0,72.0
76,34.0,64.0,91.0,82.0,61.0,63.0,51.0,60.0,35.0,33.0,33.0,59.0,76.0,77.0,32.0,67.0,78.0,70.0
76,60.0,63.0,65.0,47.0,76.0,71.0,79.0,77.0,73.0,86.0,74.0,70.0,45.0,69.0,68.0,61.0,39.0,42.0
76,79.0,85.0,59.0,66.0,76.0,70.0,75.0,77.0,76.0,78.0,87.0,79.0,79.0,65.0,74.0,65.0,22.0,32.0
76,74.0,84.0,66.0,59.0,78.0,74.0,76.0,75.0,74.0,82.0,78.0,81.0,77.0,68.0,75.0,75.0,75.0,74.0
76,75.0,83.0,62.0,68.0,71.0,73.0,74.0,71.0,84.0,79.0,75.0,65.0,72.0,76.0,60.0,68.0,75.0,75.0
76,61.0,85.0,75.0,68.0,76.0,74.0,70.0,71.0,62.0,69.0,65.0,65.0,75.0,69.0,68.0,72.0,76.0,75.0
76,65.0,43.0,74.0,12.0,35.0,40.0,14.0,18.0,58.0,55.0,57.0,22.0,40.0,77.0,41.0,56.0,14.0,15.0
76,58.0,85.0,67.0,54.0,80.0,79.0,73.0,75.0,59.0,59.0,44.0,70.0,82.0,73.0,72.0,80.0,64.0,57.0
76,75.0,79.0,65.0,57.0,74.0,69.0,77.0,75.0,76.0,74.0,77.0,76.0,53.0,34.0,77.0,74.0,54.0,45.0
76,70.0,71.0,74.0,76.0,62.0,36.0,73.0,73.0,84.0,88.0,79.0,73.0,37.0,85.0,56.0,68.0,17.0,15.0
76,58.0,66.0,72.0,76.0,76.0,60.0,79.0,81.0,68.0,68.0,69.0,76.0,60.0,72.0,78.0,76.0,24.0,20.0
76,34.0,69.0,85.0,86.0,70.0,68.0,50.0,62.0,49.0,54.0,52.0,80.0,76.0,86.0,35.0,56.0,75.0,71.0
76,66.0,69.0,75.0,74.0,68.0,60.0,60.0,66.0,71.0,68.0,67.0,65.0,83.0,82.0,39.0,66.0,76.0,77.0
76,33.0,76.0,90.0,71.0,67.0,42.0,54.0,63.0,48.0,47.0,42.0,68.0,81.0,37.0,35.0,75.0,79.0,73.0
76,66.0,69.0,77.0,77.0,77.0,68.0,75.0,69.0,66.0,71.0,77.0,77.0,69.0,82.0,78.0,76.0,46.0,40.0
76,66.0,68.0,68.0,72.0,75.0,67.0,61.0,70.0,63.0,53.0,65.0,47.0,76.0,87.0,63.0,72.0,82.0,78.0
76,75.0,79.0,70.0,76.0,73.0,60.0,77.0,78.0,76.0,77.0,78.0,76.0,75.0,70.0,69.0,69.0,52.0,35.0
76,65.0,84.0,90.0,66.0,75.0,73.0,75.0,73.0,79.0,65.0,70.0,69.0,84.0,92.0,69.0,70.0,76.0,70.0
76,50.0,55.0,82.0,75.0,69.0,68.0,31.0,67.0,51.0,53.0,52.0,64.0,72.0,67.0,37.0,73.0,76.0,74.0
76,53.0,61.0,83.0,73.0,66.0,76.0,58.0,62.0,49.0,60.0,51.0,60.0,84.0,51.0,36.0,70.0,77.0,73.0
76,83.0,59.0,65.0,65.0,75.0,65.0,79.0,76.0,82.0,79.0,83.0,80.0,68.0,66.0,77.0,75.0,44.0,33.0
76,61.0,61.0,83.0,74.0,63.0,59.0,35.0,58.0,53.0,61.0,54.0,59.0,87.0,65.0,41.0,63.0,76.0,74.0
76,68.0,81.0,74.0,73.0,73.0,73.0,64.0,66.0,63.0,68.0,67.0,60.0,81.0,72.0,56.0,74.0,80.0,78.0
76,84.0,72.0,54.0,59.0,73.0,64.0,83.0,80.0,75.0,72.0,90.0,73.0,80.0,72.0,74.0,73.0,40.0,34.0
76,79.0,77.0,48.0,59.0,68.0,64.0,75.0,76.0,77.0,79.0,79.0,74.0,66.0,71.0,62.0,66.0,73.0,77.0
76,64.0,62.0,86.0,77.0,61.0,66.0,57.0,65.0,69.0,64.0,68.0,76.0,81.0,82.0,51.0,69.0,76.0,74.0
76,64.0,69.0,86.0,73.0,68.0,41.0,75.0,77.0,79.0,84.0,77.0,75.0,69.0,81.0,64.0,76.0,14.0,16.0
76,77.0,80.0,74.0,71.0,68.0,63.0,74.0,74.0,88.0,87.0,80.0,80.0,57.0,90.0,67.0,73.0,40.0,42.0
76,88.0,74.0,49.0,41.0,77.0,75.0,74.0,76.0,78.0,76.0,79.0,85.0,52.0,54.0,77.0,73.0,49.0,44.0
76,53.0,88.0,87.0,73.0,69.0,65.0,71.0,69.0,80.0,84.0,68.0,66.0,76.0,83.0,58.0,67.0,76.0,74.0
76,75.0,72.0,64.0,65.0,75.0,71.0,80.0,78.0,73.0,62.0,76.0,80.0,54.0,77.0,72.0,69.0,61.0,48.0
76,62.0,74.0,92.0,77.0,75.0,56.0,75.0,78.0,52.0,68.0,56.0,76.0,60.0,69.0,70.0,71.0,20.0,15.0
76,75.0,65.0,80.0,74.0,68.0,42.0,69.0,72.0,66.0,73.0,72.0,81.0,54.0,78.0,48.0,62.0,16.0,20.0
76,48.0,80.0,86.0,75.0,68.0,76.0,65.0,70.0,69.0,75.0,60.0,55.0,82.0,70.0,46.0,73.0,75.0,72.0
76,29.0,28.0,79.0,13.0,14.0,20.0,17.0,20.0,22.0,27.0,25.0,22.0,31.0,53.0,39.0,54.0,12.0,16.0
76,91.0,91.0,60.0,52.0,77.0,72.0,75.0,74.0,71.0,68.0,82.0,67.0,81.0,81.0,72.0,83.0,77.0,71.0
76,75.0,74.0,74.0,74.0,68.0,59.0,80.0,77.0,83.0,78.0,86.0,72.0,47.0,81.0,72.0,70.0,12.0,18.0
76,75.0,80.0,72.0,63.0,71.0,68.0,74.0,75.0,88.0,86.0,73.0,65.0,69.0,80.0,64.0,72.0,75.0,74.0
76,64.0,79.0,71.0,76.0,73.0,72.0,74.0,70.0,90.0,89.0,85.0,74.0,66.0,76.0,65.0,66.0,41.0,26.0
76,83.0,74.0,58.0,55.0,72.0,70.0,82.0,75.0,88.0,87.0,93.0,73.0,77.0,65.0,77.0,75.0,23.0,21.0
76,65.0,74.0,75.0,63.0,79.0,74.0,75.0,79.0,59.0,64.0,68.0,78.0,78.0,63.0,74.0,69.0,74.0,64.0
76,43.0,81.0,90.0,84.0,69.0,44.0,68.0,72.0,50.0,47.0,47.0,80.0,78.0,74.0,62.0,73.0,35.0,25.0
76,85.0,75.0,54.0,55.0,76.0,70.0,81.0,80.0,80.0,75.0,84.0,75.0,74.0,69.0,74.0,72.0,70.0,70.0
76,52.0,67.0,81.0,84.0,70.0,61.0,69.0,75.0,55.0,55.0,60.0,74.0,70.0,78.0,65.0,72.0,35.0,33.0
76,65.0,72.0,74.0,70.0,72.0,68.0,73.0,73.0,70.0,74.0,70.0,76.0,70.0,75.0,64.0,76.0,78.0,78.0
76,73.0,71.0,83.0,69.0,72.0,70.0,78.0,74.0,76.0,79.0,69.0,76.0,63.0,73.0,69.0,73.0,28.0,22.0
76,69.0,60.0,64.0,52.0,79.0,76.0,79.0,79.0,69.0,69.0,76.0,74.0,66.0,58.0,78.0,70.0,32.0,26.0
76,59.0,69.0,77.0,71.0,67.0,60.0,58.0,60.0,65.0,68.0,62.0,42.0,79.0,72.0,48.0,68.0,79.0,76.0
76,31.0,61.0,80.0,75.0,67.0,65.0,58.0,66.0,31.0,39.0,44.0,59.0,68.0,74.0,56.0,69.0,80.0,76.0
76,20.0,35.0,82.0,10.0,26.0,24.0,16.0,19.0,28.0,37.0,19.0,14.0,36.0,40.0,42.0,58.0,17.0,15.0
76,56.0,64.0,84.0,74.0,71.0,69.0,44.0,63.0,62.0,65.0,54.0,60.0,73.0,71.0,55.0,59.0,80.0,78.0
76,71.0,88.0,64.0,58.0,73.0,55.0,77.0,77.0,88.0,84.0,75.0,68.0,69.0,56.0,68.0,72.0,76.0,75.0
76,31.0,68.0,90.0,73.0,67.0,59.0,62.0,66.0,54.0,68.0,53.0,68.0,80.0,54.0,50.0,69.0,77.0,75.0
76,70.0,91.0,80.0,62.0,74.0,71.0,71.0,73.0,71.0,68.0,64.0,75.0,80.0,73.0,64.0,76.0,74.0,71.0
76,36.0,79.0,86.0,73.0,57.0,64.0,31.0,42.0,69.0,74.0,41.0,48.0,68.0,71.0,51.0,75.0,78.0,74.0
76,57.0,44.0,35.0,15.0,35.0,29.0,17.0,10.0,54.0,52.0,52.0,25.0,22.0,62.0,37.0,57.0,11.0,11.0
76,60.0,64.0,80.0,80.0,58.0,62.0,50.0,62.0,67.0,64.0,60.0,64.0,88.0,91.0,58.0,78.0,74.0,70.0
76,78.0,73.0,65.0,65.0,72.0,60.0,85.0,77.0,89.0,89.0,86.0,74.0,62.0,83.0,67.0,75.0,52.0,35.0
76,79.0,71.0,53.0,43.0,78.0,64.0,76.0,78.0,76.0,68.0,79.0,58.0,84.0,53.0,63.0,77.0,77.0,82.0
76,78.0,66.0,81.0,59.0,69.0,70.0,69.0,74.0,79.0,80.0,62.0,76.0,82.0,68.0,73.0,78.0,77.0,77.0
76,63.0,73.0,78.0,79.0,63.0,59.0,49.0,61.0,38.0,36.0,59.0,50.0,82.0,81.0,49.0,71.0,74.0,78.0
76,85.0,77.0,64.0,52.0,79.0,77.0,78.0,81.0,75.0,69.0,79.0,84.0,61.0,78.0,77.0,70.0,54.0,50.0
76,56.0,68.0,84.0,80.0,64.0,40.0,63.0,72.0,63.0,63.0,54.0,79.0,74.0,65.0,58.0,77.0,42.0,19.0
76,63.0,75.0,79.0,77.0,74.0,62.0,78.0,78.0,78.0,79.0,78.0,75.0,70.0,67.0,69.0,70.0,35.0,21.0
76,85.0,77.0,65.0,52.0,77.0,54.0,81.0,78.0,77.0,79.0,82.0,56.0,70.0,69.0,68.0,66.0,77.0,77.0
76,62.0,76.0,68.0,59.0,77.0,73.0,72.0,75.0,55.0,40.0,66.0,81.0,87.0,49.0,74.0,69.0,75.0,62.0
76,73.0,78.0,68.0,59.0,80.0,69.0,74.0,77.0,76.0,77.0,78.0,73.0,71.0,64.0,72.0,72.0,52.0,47.0
76,69.0,76.0,65.0,64.0,74.0,63.0,76.0,74.0,77.0,80.0,72.0,72.0,66.0,49.0,69.0,72.0,78.0,76.0
76,69.0,77.0,67.0,66.0,80.0,76.0,75.0,79.0,77.0,72.0,74.0,76.0,70.0,83.0,75.0,74.0,75.0,73.0
76,65.0,89.0,70.0,65.0,79.0,76.0,69.0,73.0,62.0,57.0,66.0,67.0,80.0,92.0,74.0,77.0,75.0,71.0
76,67.0,90.0,75.0,65.0,70.0,65.0,72.0,70.0,77.0,77.0,68.0,70.0,79.0,71.0,62.0,68.0,76.0,75.0
76,41.0,75.0,86.0,75.0,72.0,62.0,80.0,78.0,68.0,72.0,59.0,77.0,82.0,71.0,72.0,73.0,39.0,15.0
76,76.0,66.0,73.0,52.0,73.0,70.0,78.0,77.0,85.0,83.0,84.0,82.0,70.0,78.0,72.0,74.0,40.0,42.0
76,64.0,77.0,66.0,42.0,80.0,75.0,71.0,76.0,60.0,60.0,67.0,43.0,69.0,59.0,73.0,70.0,76.0,74.0
76,64.0,67.0,76.0,76.0,72.0,73.0,52.0,66.0,61.0,58.0,55.0,45.0,67.0,80.0,47.0,73.0,75.0,73.0
76,83.0,75.0,75.0,67.0,75.0,71.0,78.0,78.0,79.0,76.0,73.0,78.0,73.0,77.0,77.0,71.0,73.0,72.0
76,91.0,76.0,54.0,28.0,73.0,61.0,81.0,78.0,83.0,81.0,87.0,64.0,57.0,68.0,73.0,77.0,50.0,43.0
76,42.0,29.0,80.0,13.0,27.0,19.0,20.0,33.0,32.0,35.0,32.0,36.0,43.0,59.0,44.0,56.0,13.0,12.0
76,88.0,81.0,52.0,55.0,79.0,74.0,76.0,75.0,84.0,77.0,77.0,71.0,74.0,69.0,69.0,67.0,77.0,75.0
76,72.0,77.0,71.0,65.0,72.0,69.0,71.0,71.0,77.0,78.0,73.0,79.0,74.0,70.0,56.0,70.0,77.0,73.0
76,62.0,74.0,70.0,78.0,73.0,43.0,48.0,75.0,67.0,71.0,62.0,39.0,77.0,73.0,32.0,68.0,78.0,80.0
76,23.0,23.0,84.0,8.0,15.0,18.0,8.0,21.0,31.0,33.0,42.0,21.0,41.0,69.0,71.0,66.0,7.0,8.0
76,85.0,72.0,60.0,52.0,76.0,74.0,80.0,78.0,79.0,76.0,79.0,72.0,48.0,74.0,75.0,62.0,24.0,25.0
76,47.0,42.0,78.0,18.0,17.0,18.0,17.0,23.0,55.0,50.0,71.0,24.0,40.0,69.0,64.0,63.0,16.0,18.0
76,92.0,76.0,34.0,49.0,79.0,74.0,73.0,78.0,78.0,75.0,90.0,65.0,85.0,62.0,77.0,77.0,75.0,71.0
76,85.0,74.0,62.0,64.0,75.0,69.0,76.0,74.0,74.0,72.0,74.0,71.0,73.0,90.0,68.0,71.0,78.0,79.0
76,80.0,78.0,63.0,49.0,76.0,58.0,77.0,77.0,86.0,78.0,79.0,71.0,70.0,64.0,72.0,68.0,64.0,66.0
76,50.0,70.0,83.0,76.0,62.0,55.0,43.0,64.0,60.0,62.0,61.0,49.0,69.0,76.0,43.0,72.0,76.0,74.0
76,57.0,88.0,84.0,79.0,68.0,64.0,68.0,73.0,65.0,75.0,62.0,74.0,84.0,77.0,63.0,72.0,77.0,75.0
76,67.0,84.0,65.0,72.0,67.0,57.0,76.0,75.0,82.0,81.0,86.0,77.0,45.0,64.0,70.0,64.0,24.0,26.0
76,69.0,73.0,74.0,57.0,78.0,75.0,74.0,77.0,65.0,55.0,66.0,76.0,73.0,72.0,76.0,69.0,73.0,68.0
76,63.0,72.0,73.0,57.0,80.0,77.0,76.0,76.0,60.0,68.0,65.0,74.0,71.0,61.0,78.0,76.0,75.0,68.0
76,82.0,72.0,48.0,36.0,78.0,71.0,80.0,81.0,77.0,72.0,84.0,62.0,48.0,34.0,77.0,75.0,38.0,36.0
76,84.0,68.0,44.0,46.0,76.0,73.0,77.0,76.0,83.0,78.0,81.0,74.0,39.0,48.0,76.0,72.0,30.0,26.0
76,85.0,58.0,68.0,50.0,70.0,68.0,81.0,80.0,91.0,90.0,84.0,76.0,40.0,69.0,72.0,75.0,38.0,20.0
76,90.0,75.0,64.0,47.0,72.0,52.0,77.0,76.0,94.0,92.0,92.0,70.0,44.0,72.0,72.0,74.0,52.0,39.0
76,72.0,75.0,87.0,75.0,56.0,51.0,55.0,62.0,69.0,66.0,58.0,45.0,78.0,82.0,52.0,68.0,77.0,74.0
76,73.0,68.0,64.0,61.0,74.0,56.0,79.0,78.0,75.0,69.0,77.0,77.0,61.0,60.0,71.0,76.0,36.0,32.0
76,91.0,91.0,61.0,70.0,74.0,63.0,73.0,74.0,79.0,83.0,78.0,85.0,89.0,81.0,72.0,64.0,69.0,73.0
76,72.0,68.0,65.0,68.0,80.0,78.0,74.0,75.0,48.0,33.0,72.0,77.0,65.0,76.0,79.0,81.0,73.0,73.0
76,72.0,68.0,65.0,63.0,74.0,70.0,75.0,79.0,69.0,68.0,76.0,74.0,59.0,63.0,78.0,73.0,34.0,35.0
76,68.0,79.0,55.0,63.0,75.0,62.0,77.0,80.0,70.0,74.0,79.0,47.0,62.0,35.0,53.0,60.0,77.0,75.0
76,74.0,88.0,75.0,59.0,72.0,64.0,75.0,73.0,87.0,91.0,73.0,79.0,82.0,65.0,70.0,74.0,73.0,74.0
76,59.0,45.0,68.0,16.0,32.0,32.0,13.0,32.0,58.0,58.0,60.0,42.0,21.0,72.0,43.0,56.0,12.0,22.0
76,57.0,73.0,83.0,73.0,67.0,71.0,53.0,63.0,60.0,69.0,61.0,44.0,79.0,63.0,51.0,67.0,73.0,75.0
76,78.0,80.0,68.0,50.0,72.0,65.0,80.0,79.0,90.0,92.0,90.0,72.0,70.0,66.0,66.0,72.0,50.0,42.0
76,65.0,75.0,70.0,70.0,75.0,71.0,74.0,77.0,75.0,74.0,68.0,59.0,66.0,67.0,69.0,72.0,78.0,77.0
76,72.0,77.0,82.0,76.0,70.0,57.0,74.0,71.0,72.0,76.0,71.0,84.0,73.0,78.0,71.0,73.0,20.0,24.0
76,64.0,70.0,73.0,74.0,72.0,64.0,71.0,75.0,50.0,51.0,66.0,66.0,85.0,79.0,66.0,76.0,82.0,79.0
76,83.0,84.0,67.0,60.0,75.0,72.0,76.0,73.0,88.0,82.0,87.0,70.0,70.0,64.0,73.0,80.0,74.0,77.0
76,54.0,65.0,87.0,76.0,65.0,47.0,56.0,69.0,66.0,66.0,40.0,48.0,76.0,84.0,34.0,69.0,79.0,73.0
76,60.0,85.0,67.0,65.0,76.0,75.0,65.0,76.0,64.0,35.0,68.0,61.0,76.0,68.0,75.0,71.0,74.0,65.0
76,75.0,79.0,60.0,55.0,72.0,53.0,81.0,77.0,91.0,95.0,84.0,66.0,43.0,69.0,65.0,66.0,35.0,33.0
76,76.0,68.0,51.0,49.0,80.0,76.0,80.0,80.0,77.0,84.0,80.0,72.0,63.0,40.0,74.0,68.0,55.0,43.0
76,56.0,70.0,73.0,67.0,72.0,71.0,81.0,78.0,77.0,75.0,79.0,78.0,50.0,64.0,68.0,72.0,55.0,51.0
76,77.0,79.0,71.0,66.0,78.0,74.0,70.0,77.0,60.0,53.0,70.0,65.0,88.0,64.0,72.0,80.0,72.0,70.0
76,33.0,37.0,75.0,16.0,32.0,37.0,11.0,18.0,31.0,40.0,32.0,20.0,27.0,40.0,55.0,45.0,12.0,16.0
76,36.0,65.0,77.0,78.0,68.0,74.0,58.0,62.0,59.0,60.0,38.0,72.0,79.0,74.0,62.0,63.0,78.0,74.0
76,67.0,68.0,76.0,75.0,72.0,61.0,62.0,67.0,58.0,61.0,58.0,48.0,72.0,75.0,57.0,79.0,78.0,76.0
76,78.0,72.0,58.0,75.0,72.0,69.0,76.0,80.0,71.0,72.0,85.0,78.0,52.0,73.0,80.0,83.0,46.0,27.0
76,84.0,81.0,68.0,49.0,78.0,65.0,81.0,78.0,76.0,75.0,79.0,68.0,59.0,66.0,74.0,78.0,34.0,27.0
76,88.0,90.0,64.0,55.0,79.0,70.0,59.0,71.0,77.0,73.0,78.0,68.0,63.0,69.0,65.0,80.0,77.0,74.0
76,41.0,65.0,88.0,73.0,62.0,54.0,50.0,55.0,62.0,68.0,61.0,48.0,75.0,76.0,22.0,62.0,78.0,74.0
76,66.0,83.0,66.0,57.0,75.0,63.0,81.0,75.0,88.0,78.0,84.0,72.0,44.0,51.0,69.0,75.0,33.0,23.0
76,69.0,80.0,69.0,68.0,76.0,70.0,78.0,77.0,70.0,75.0,76.0,78.0,68.0,55.0,76.0,73.0,54.0,45.0
76,55.0,83.0,78.0,77.0,78.0,73.0,75.0,75.0,61.0,67.0,68.0,76.0,82.0,69.0,73.0,77.0,75.0,71.0
76,60.0,70.0,87.0,58.0,77.0,75.0,65.0,77.0,65.0,76.0,61.0,73.0,78.0,66.0,70.0,67.0,74.0,73.0
76,40.0,62.0,85.0,81.0,66.0,66.0,49.0,54.0,53.0,61.0,49.0,65.0,68.0,64.0,47.0,75.0,81.0,71.0
76,79.0,79.0,66.0,56.0,78.0,74.0,74.0,76.0,76.0,69.0,76.0,70.0,79.0,79.0,76.0,70.0,74.0,70.0
76,60.0,64.0,77.0,78.0,71.0,59.0,49.0,70.0,63.0,74.0,64.0,62.0,69.0,68.0,46.0,70.0,79.0,71.0
76,65.0,65.0,73.0,71.0,62.0,45.0,74.0,70.0,82.0,84.0,79.0,79.0,62.0,84.0,56.0,71.0,18.0,13.0
76,67.0,77.0,73.0,75.0,77.0,62.0,62.0,75.0,69.0,71.0,67.0,61.0,74.0,71.0,52.0,62.0,80.0,79.0
76,74.0,71.0,60.0,63.0,77.0,71.0,78.0,79.0,75.0,73.0,78.0,70.0,60.0,60.0,74.0,73.0,41.0,41.0
76,38.0,31.0,58.0,10.0,29.0,26.0,18.0,23.0,51.0,51.0,48.0,23.0,33.0,58.0,32.0,58.0,12.0,12.0
76,80.0,82.0,64.0,49.0,76.0,66.0,75.0,76.0,83.0,84.0,77.0,65.0,56.0,66.0,68.0,74.0,72.0,73.0
