Name,Overall,Balance,Stamina,Strength,HeadingAccuracy,ShortPassing,LongPassing,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Aggression,Jumping,Vision,Composure,StandingTackle,SlidingTackle
Cláudio Ramos,78,65.0,47.0,77.0,21.0,25.0,23.0,16.0,20.0,50.0,54.0,65.0,31.0,27.0,76.0,55.0,44.0,17.0,13.0
F. Lejeune,78,57.0,73.0,83.0,75.0,75.0,70.0,62.0,73.0,42.0,52.0,55.0,75.0,81.0,76.0,46.0,77.0,76.0,73.0
G. Krychowiak,78,52.0,75.0,83.0,75.0,79.0,80.0,65.0,77.0,61.0,68.0,59.0,81.0,80.0,74.0,68.0,80.0,77.0,71.0
N. Lodeiro,78,78.0,87.0,61.0,42.0,79.0,76.0,78.0,81.0,71.0,68.0,78.0,71.0,66.0,65.0,78.0,78.0,49.0,37.0
O. Özyakup,78,79.0,76.0,62.0,50.0,83.0,78.0,78.0,80.0,71.0,72.0,88.0,80.0,75.0,72.0,80.0,82.0,65.0,64.0
C. Tévez,78,74.0,73.0,74.0,54.0,78.0,65.0,79.0,77.0,73.0,70.0,76.0,83.0,77.0,56.0,78.0,80.0,51.0,50.0
K. Papadopoulos,78,60.0,61.0,90.0,88.0,54.0,50.0,40.0,52.0,60.0,59.0,53.0,68.0,92.0,91.0,44.0,60.0,81.0,80.0
M. Gradel,78,70.0,71.0,59.0,66.0,74.0,66.0,82.0,81.0,85.0,84.0,83.0,74.0,59.0,66.0,74.0,78.0,40.0,35.0
M. Debuchy,78,73.0,74.0,72.0,74.0,75.0,73.0,74.0,75.0,74.0,73.0,74.0,74.0,79.0,81.0,64.0,75.0,78.0,78.0
V. Moses,78,82.0,85.0,69.0,70.0,76.0,70.0,82.0,81.0,79.0,77.0,76.0,74.0,62.0,66.0,72.0,75.0,74.0,71.0
Z. Junuzović,78,91.0,92.0,65.0,58.0,77.0,78.0,80.0,80.0,76.0,69.0,86.0,78.0,76.0,68.0,77.0,78.0,66.0,63.0
Granero,78,67.0,55.0,68.0,59.0,81.0,80.0,77.0,80.0,55.0,50.0,68.0,77.0,72.0,53.0,78.0,71.0,76.0,62.0
J. Baumgartlinger,78,64.0,88.0,78.0,69.0,81.0,71.0,65.0,74.0,68.0,71.0,65.0,73.0,84.0,80.0,64.0,75.0,80.0,75.0
Fábio Coentrão,78,76.0,83.0,66.0,63.0,78.0,75.0,81.0,79.0,77.0,75.0,76.0,69.0,81.0,79.0,76.0,82.0,77.0,81.0
B. Costil,78,45.0,28.0,65.0,15.0,35.0,33.0,13.0,12.0,49.0,53.0,38.0,22.0,22.0,49.0,44.0,58.0,11.0,14.0
Hilton,78,60.0,54.0,76.0,79.0,73.0,72.0,63.0,73.0,33.0,38.0,51.0,55.0,76.0,79.0,67.0,70.0,77.0,76.0
N. Gudelj,78,57.0,91.0,88.0,75.0,78.0,76.0,64.0,75.0,59.0,65.0,62.0,85.0,83.0,67.0,71.0,71.0,76.0,73.0
L. Pratto,78,64.0,74.0,91.0,76.0,72.0,70.0,72.0,76.0,66.0,72.0,67.0,84.0,78.0,70.0,73.0,71.0,36.0,50.0
E. Hernández,78,81.0,77.0,58.0,49.0,79.0,75.0,80.0,83.0,74.0,77.0,80.0,73.0,39.0,70.0,80.0,80.0,45.0,52.0
Jurado,78,70.0,60.0,57.0,47.0,80.0,78.0,80.0,79.0,71.0,67.0,80.0,76.0,46.0,65.0,79.0,68.0,26.0,27.0
R. Cabella,78,80.0,73.0,50.0,58.0,79.0,74.0,82.0,80.0,83.0,77.0,91.0,73.0,47.0,41.0,74.0,72.0,34.0,32.0
Rafael Tolói,78,66.0,53.0,69.0,76.0,66.0,68.0,58.0,66.0,66.0,68.0,63.0,75.0,78.0,76.0,50.0,74.0,82.0,80.0
C. Bravo,78,62.0,41.0,69.0,18.0,56.0,54.0,22.0,41.0,58.0,54.0,63.0,22.0,40.0,81.0,69.0,64.0,18.0,19.0
Hernanes,78,75.0,71.0,72.0,60.0,82.0,78.0,74.0,79.0,64.0,59.0,72.0,85.0,54.0,61.0,86.0,78.0,62.0,62.0
K. Honda,78,77.0,68.0,69.0,72.0,80.0,80.0,82.0,84.0,76.0,76.0,75.0,84.0,48.0,83.0,81.0,80.0,48.0,48.0
A. Dzyuba,78,32.0,77.0,93.0,86.0,71.0,55.0,71.0,77.0,66.0,65.0,50.0,78.0,75.0,63.0,73.0,70.0,15.0,19.0
J. Holebas,78,73.0,79.0,73.0,74.0,76.0,69.0,73.0,77.0,74.0,76.0,71.0,82.0,89.0,73.0,64.0,72.0,80.0,77.0
Javi García,78,53.0,76.0,79.0,86.0,82.0,77.0,66.0,77.0,62.0,62.0,62.0,82.0,86.0,91.0,63.0,80.0,77.0,75.0
Sergio,78,48.0,33.0,62.0,9.0,37.0,39.0,13.0,21.0,44.0,43.0,50.0,24.0,34.0,64.0,38.0,58.0,12.0,13.0
M. Cáceres,78,74.0,69.0,72.0,76.0,67.0,65.0,60.0,66.0,76.0,78.0,79.0,70.0,78.0,91.0,58.0,76.0,78.0,77.0
Daniel Carriço,78,68.0,59.0,77.0,76.0,74.0,75.0,58.0,64.0,47.0,54.0,60.0,66.0,85.0,92.0,62.0,79.0,77.0,78.0
J. Cork,78,71.0,92.0,77.0,75.0,80.0,79.0,75.0,79.0,57.0,54.0,63.0,74.0,80.0,75.0,76.0,80.0,79.0,76.0
J. Tomkins,78,50.0,65.0,79.0,78.0,70.0,60.0,50.0,59.0,41.0,49.0,47.0,40.0,80.0,76.0,54.0,74.0,80.0,79.0
Guilherme,78,30.0,34.0,71.0,13.0,39.0,33.0,16.0,21.0,37.0,40.0,54.0,22.0,35.0,62.0,55.0,65.0,16.0,18.0
Gervinho,78,76.0,78.0,55.0,63.0,73.0,67.0,80.0,78.0,91.0,90.0,88.0,69.0,51.0,62.0,74.0,68.0,29.0,15.0
J. Shelvey,78,65.0,76.0,71.0,67.0,84.0,85.0,74.0,76.0,63.0,63.0,62.0,85.0,84.0,64.0,83.0,78.0,65.0,61.0
R. Eremenko,78,73.0,66.0,72.0,43.0,83.0,78.0,78.0,80.0,69.0,68.0,70.0,82.0,63.0,71.0,85.0,83.0,56.0,58.0
R. Vormer,78,67.0,92.0,75.0,70.0,81.0,77.0,67.0,72.0,67.0,60.0,64.0,79.0,79.0,68.0,77.0,76.0,74.0,70.0
J. Lens,78,79.0,74.0,77.0,63.0,74.0,63.0,80.0,78.0,90.0,90.0,75.0,80.0,53.0,74.0,75.0,76.0,39.0,32.0
Adriano,78,76.0,74.0,67.0,63.0,79.0,77.0,81.0,82.0,77.0,73.0,77.0,87.0,75.0,75.0,69.0,81.0,79.0,78.0
S. Cook,78,65.0,68.0,78.0,80.0,70.0,61.0,54.0,67.0,55.0,53.0,55.0,48.0,79.0,75.0,45.0,70.0,78.0,77.0
L. Podolski,78,70.0,70.0,83.0,66.0,76.0,67.0,78.0,78.0,76.0,75.0,67.0,92.0,70.0,71.0,79.0,79.0,39.0,39.0
C. Ansaldi,78,66.0,78.0,67.0,63.0,77.0,76.0,80.0,79.0,75.0,76.0,79.0,60.0,78.0,70.0,73.0,81.0,79.0,80.0
Manu García,78,67.0,81.0,78.0,70.0,77.0,74.0,62.0,75.0,46.0,61.0,66.0,74.0,90.0,79.0,66.0,74.0,81.0,75.0
R. Alessandrini,78,89.0,74.0,60.0,53.0,72.0,68.0,79.0,79.0,87.0,90.0,93.0,83.0,73.0,61.0,74.0,77.0,55.0,34.0
J. Ward-Prowse,77,77.0,78.0,57.0,57.0,84.0,82.0,73.0,82.0,66.0,57.0,75.0,74.0,67.0,66.0,82.0,79.0,65.0,62.0
M. Harnik,77,64.0,79.0,77.0,77.0,72.0,69.0,74.0,71.0,75.0,76.0,69.0,78.0,72.0,90.0,68.0,75.0,32.0,42.0
B. Moukandjo,77,70.0,80.0,65.0,66.0,69.0,60.0,77.0,75.0,91.0,93.0,83.0,75.0,51.0,71.0,65.0,77.0,20.0,19.0
G. Pereiro,77,56.0,67.0,75.0,73.0,72.0,62.0,79.0,83.0,72.0,75.0,74.0,81.0,57.0,70.0,77.0,76.0,40.0,36.0
G. Castro,77,78.0,71.0,65.0,47.0,80.0,77.0,77.0,78.0,70.0,65.0,80.0,75.0,64.0,73.0,78.0,81.0,65.0,68.0
Aarón Martín,77,67.0,77.0,60.0,73.0,76.0,61.0,71.0,75.0,76.0,69.0,68.0,55.0,60.0,61.0,59.0,70.0,78.0,76.0
F. Johnson,77,72.0,76.0,60.0,60.0,76.0,69.0,79.0,76.0,78.0,79.0,73.0,69.0,71.0,69.0,73.0,70.0,75.0,73.0
L. López,77,55.0,55.0,79.0,79.0,66.0,58.0,61.0,62.0,64.0,66.0,64.0,67.0,79.0,87.0,41.0,75.0,76.0,75.0
M. Dossevi,77,76.0,71.0,58.0,54.0,78.0,70.0,78.0,77.0,80.0,80.0,76.0,71.0,45.0,76.0,76.0,68.0,30.0,25.0
Caiuby,77,66.0,86.0,81.0,80.0,73.0,64.0,74.0,74.0,77.0,87.0,73.0,85.0,73.0,91.0,73.0,64.0,24.0,22.0
Gabriel,77,67.0,73.0,79.0,75.0,76.0,73.0,81.0,82.0,67.0,51.0,65.0,77.0,73.0,81.0,77.0,69.0,76.0,72.0
Iván Ramis,77,50.0,67.0,90.0,76.0,71.0,72.0,51.0,70.0,34.0,35.0,52.0,76.0,84.0,76.0,50.0,66.0,78.0,73.0
M. Suchý,77,65.0,80.0,84.0,77.0,72.0,70.0,60.0,65.0,63.0,67.0,65.0,64.0,72.0,79.0,50.0,77.0,79.0,77.0
T. Vilhena,77,83.0,85.0,75.0,67.0,77.0,76.0,77.0,80.0,75.0,72.0,75.0,80.0,84.0,76.0,74.0,80.0,72.0,68.0
E. Çolak,77,90.0,69.0,40.0,65.0,78.0,77.0,77.0,80.0,71.0,68.0,82.0,71.0,52.0,37.0,77.0,71.0,44.0,43.0
V. Germain,77,71.0,80.0,61.0,78.0,73.0,64.0,73.0,75.0,75.0,77.0,91.0,77.0,65.0,80.0,79.0,77.0,21.0,18.0
G. Hoarau,77,59.0,67.0,89.0,84.0,75.0,62.0,68.0,72.0,45.0,51.0,68.0,77.0,63.0,70.0,69.0,77.0,53.0,35.0
Sergio García,77,73.0,54.0,72.0,70.0,76.0,72.0,82.0,78.0,68.0,69.0,66.0,77.0,61.0,54.0,77.0,80.0,30.0,28.0
E. Choupo-Moting,77,66.0,76.0,76.0,74.0,74.0,70.0,83.0,80.0,76.0,78.0,76.0,77.0,55.0,67.0,70.0,75.0,36.0,20.0
J. Pinola,77,67.0,67.0,81.0,74.0,76.0,68.0,63.0,65.0,68.0,70.0,65.0,71.0,82.0,81.0,58.0,60.0,74.0,72.0
J. Hendrix,77,74.0,85.0,73.0,73.0,76.0,83.0,70.0,75.0,72.0,69.0,73.0,72.0,80.0,78.0,66.0,77.0,73.0,75.0
J. Izquierdo,77,84.0,74.0,59.0,60.0,69.0,63.0,81.0,78.0,92.0,90.0,91.0,80.0,27.0,67.0,71.0,72.0,21.0,30.0
S. Sydorchuk,77,48.0,78.0,73.0,46.0,79.0,75.0,70.0,77.0,68.0,65.0,57.0,47.0,54.0,59.0,76.0,76.0,75.0,67.0
C. Grenier,77,74.0,66.0,73.0,73.0,79.0,80.0,75.0,81.0,55.0,58.0,62.0,83.0,63.0,54.0,80.0,78.0,59.0,49.0
T. Strobl,77,44.0,73.0,78.0,69.0,74.0,79.0,59.0,58.0,51.0,55.0,48.0,79.0,83.0,70.0,66.0,73.0,79.0,77.0
V. Odjidja-Ofoe,77,51.0,75.0,83.0,68.0,82.0,78.0,76.0,78.0,59.0,62.0,52.0,82.0,75.0,74.0,81.0,75.0,70.0,69.0
N. Guzmán,77,57.0,38.0,79.0,15.0,40.0,46.0,21.0,25.0,51.0,52.0,70.0,25.0,33.0,66.0,55.0,65.0,13.0,12.0
F. Fabra,77,75.0,89.0,81.0,67.0,73.0,57.0,78.0,76.0,86.0,88.0,85.0,67.0,72.0,86.0,54.0,70.0,75.0,76.0
J. Maddison,77,78.0,67.0,40.0,30.0,78.0,72.0,77.0,82.0,77.0,74.0,85.0,83.0,56.0,54.0,81.0,76.0,40.0,34.0
K. El Ahmadi,77,70.0,81.0,73.0,60.0,79.0,79.0,73.0,76.0,65.0,63.0,74.0,74.0,83.0,67.0,74.0,83.0,77.0,73.0
M. Carcela-González,77,80.0,69.0,54.0,35.0,72.0,69.0,84.0,81.0,90.0,80.0,89.0,77.0,47.0,87.0,69.0,84.0,38.0,30.0
M. Gabbiadini,77,56.0,63.0,71.0,66.0,72.0,64.0,77.0,79.0,67.0,70.0,70.0,82.0,57.0,74.0,72.0,71.0,24.0,20.0
Gomes,77,53.0,27.0,64.0,14.0,23.0,19.0,15.0,25.0,50.0,52.0,56.0,30.0,40.0,76.0,59.0,59.0,14.0,15.0
M. Ritchie,77,84.0,76.0,59.0,38.0,75.0,72.0,77.0,76.0,75.0,73.0,71.0,76.0,73.0,70.0,76.0,72.0,57.0,54.0
G. Bou,77,76.0,80.0,75.0,74.0,71.0,61.0,77.0,77.0,78.0,78.0,74.0,80.0,52.0,77.0,71.0,78.0,22.0,21.0
Javi Fuego,77,61.0,69.0,77.0,60.0,77.0,71.0,62.0,70.0,53.0,42.0,64.0,72.0,82.0,70.0,70.0,86.0,79.0,78.0
E. Akbaba,77,69.0,83.0,61.0,62.0,76.0,77.0,76.0,77.0,73.0,77.0,76.0,77.0,64.0,58.0,78.0,74.0,55.0,45.0
J. Amavi,77,76.0,78.0,70.0,64.0,74.0,66.0,73.0,76.0,78.0,80.0,75.0,76.0,72.0,82.0,70.0,67.0,75.0,77.0
R. Malinovskyi,77,65.0,78.0,69.0,69.0,81.0,77.0,75.0,78.0,69.0,73.0,71.0,88.0,72.0,68.0,78.0,75.0,66.0,58.0
D. Welbeck,77,62.0,74.0,75.0,78.0,75.0,64.0,78.0,78.0,76.0,83.0,76.0,78.0,75.0,80.0,71.0,76.0,38.0,33.0
G. Conti,77,41.0,79.0,80.0,79.0,71.0,63.0,42.0,53.0,64.0,72.0,51.0,50.0,76.0,70.0,51.0,72.0,82.0,78.0
Bruno,77,32.0,71.0,88.0,81.0,73.0,68.0,34.0,68.0,32.0,35.0,31.0,66.0,81.0,65.0,35.0,69.0,81.0,80.0
Garry Rodrigues,77,87.0,86.0,60.0,56.0,72.0,68.0,77.0,75.0,89.0,90.0,91.0,76.0,70.0,65.0,70.0,66.0,40.0,44.0
A. Schwolow,77,42.0,31.0,67.0,12.0,26.0,23.0,15.0,22.0,36.0,38.0,40.0,21.0,26.0,72.0,34.0,32.0,17.0,9.0
L. Cook,77,84.0,78.0,63.0,50.0,79.0,80.0,78.0,80.0,74.0,68.0,75.0,64.0,79.0,68.0,75.0,74.0,71.0,69.0
P. Pérez,77,74.0,74.0,78.0,58.0,78.0,76.0,72.0,79.0,69.0,69.0,72.0,69.0,92.0,60.0,80.0,74.0,75.0,72.0
Gazzolisco,77,66.0,89.0,82.0,77.0,77.0,67.0,71.0,72.0,81.0,82.0,67.0,84.0,94.0,72.0,56.0,77.0,77.0,75.0
Jonatan Soriano,77,70.0,70.0,69.0,66.0,79.0,69.0,80.0,78.0,67.0,53.0,79.0,75.0,58.0,73.0,77.0,77.0,22.0,24.0
Rubén Peña,77,87.0,77.0,64.0,74.0,77.0,56.0,78.0,79.0,81.0,88.0,83.0,72.0,61.0,74.0,63.0,72.0,78.0,79.0
Mikel San José,77,52.0,76.0,79.0,81.0,78.0,77.0,66.0,75.0,33.0,38.0,41.0,71.0,76.0,77.0,76.0,70.0,79.0,74.0
P. Groß,77,73.0,93.0,71.0,53.0,80.0,81.0,75.0,77.0,63.0,65.0,66.0,74.0,66.0,70.0,84.0,78.0,62.0,61.0
L. Baines,77,83.0,64.0,55.0,74.0,78.0,74.0,75.0,80.0,66.0,59.0,69.0,84.0,74.0,67.0,73.0,84.0,78.0,77.0
A. Ogbonna,77,54.0,64.0,80.0,77.0,68.0,67.0,61.0,59.0,59.0,64.0,57.0,68.0,72.0,74.0,50.0,69.0,81.0,80.0
Juan Jesus,77,58.0,75.0,82.0,74.0,58.0,56.0,60.0,55.0,76.0,78.0,68.0,62.0,88.0,88.0,34.0,72.0,79.0,76.0
J. Martínez,77,58.0,75.0,85.0,84.0,70.0,58.0,71.0,75.0,72.0,67.0,72.0,81.0,75.0,77.0,70.0,73.0,47.0,33.0
N. Elvedi,77,54.0,78.0,77.0,79.0,72.0,55.0,69.0,71.0,73.0,77.0,66.0,42.0,69.0,73.0,59.0,65.0,79.0,76.0
G. Moreno,77,79.0,80.0,76.0,80.0,75.0,66.0,80.0,78.0,76.0,74.0,74.0,76.0,72.0,82.0,79.0,74.0,50.0,62.0
J. Valdivia,77,78.0,71.0,63.0,60.0,86.0,71.0,76.0,78.0,67.0,69.0,77.0,73.0,57.0,48.0,86.0,73.0,39.0,21.0
A. Carroll,77,47.0,50.0,92.0,91.0,66.0,57.0,67.0,74.0,43.0,50.0,57.0,83.0,88.0,83.0,65.0,76.0,46.0,43.0
Luís Neto,77,61.0,72.0,72.0,80.0,72.0,77.0,49.0,48.0,57.0,59.0,69.0,42.0,76.0,79.0,46.0,72.0,77.0,78.0
A. Pyatov,77,32.0,37.0,78.0,10.0,29.0,24.0,11.0,12.0,44.0,44.0,56.0,19.0,35.0,73.0,63.0,52.0,9.0,10.0
T. Gutiérrez,77,74.0,67.0,75.0,73.0,73.0,69.0,77.0,81.0,63.0,59.0,72.0,78.0,80.0,80.0,76.0,82.0,26.0,20.0
Álex Remiro,77,40.0,42.0,68.0,13.0,29.0,25.0,19.0,17.0,40.0,46.0,69.0,22.0,34.0,61.0,28.0,55.0,17.0,18.0
Wilson Eduardo,77,68.0,68.0,68.0,66.0,73.0,63.0,78.0,78.0,78.0,81.0,73.0,83.0,59.0,64.0,73.0,80.0,33.0,23.0
Jorge Meré,77,74.0,67.0,72.0,78.0,74.0,62.0,55.0,69.0,69.0,68.0,67.0,48.0,75.0,81.0,38.0,63.0,78.0,77.0
M. Elneny,77,62.0,92.0,68.0,57.0,80.0,77.0,68.0,76.0,58.0,60.0,65.0,76.0,73.0,69.0,70.0,77.0,74.0,72.0
D. Torres,77,62.0,79.0,78.0,61.0,73.0,74.0,69.0,70.0,57.0,53.0,68.0,73.0,87.0,81.0,71.0,77.0,75.0,73.0
Y. Bounou,77,29.0,43.0,69.0,14.0,39.0,44.0,20.0,12.0,37.0,34.0,38.0,25.0,25.0,48.0,42.0,57.0,18.0,15.0
A. Prijović,77,51.0,75.0,86.0,80.0,64.0,55.0,70.0,75.0,74.0,72.0,54.0,73.0,69.0,74.0,55.0,80.0,33.0,29.0
A. Jahanbakhsh,77,75.0,78.0,66.0,62.0,72.0,62.0,83.0,79.0,79.0,83.0,76.0,84.0,68.0,87.0,75.0,75.0,37.0,40.0
J. Calleri,77,79.0,74.0,71.0,83.0,66.0,58.0,74.0,75.0,71.0,72.0,72.0,78.0,65.0,83.0,67.0,74.0,39.0,32.0
Simão Acunha,77,74.0,73.0,64.0,60.0,79.0,73.0,76.0,78.0,83.0,77.0,81.0,71.0,48.0,64.0,80.0,71.0,32.0,22.0
N. Müller,77,83.0,73.0,57.0,56.0,71.0,66.0,83.0,75.0,84.0,78.0,85.0,71.0,71.0,78.0,69.0,77.0,49.0,37.0
L. Ocampos,77,58.0,85.0,78.0,75.0,75.0,70.0,74.0,76.0,78.0,79.0,77.0,77.0,83.0,76.0,73.0,74.0,52.0,48.0
J. Rodriguez,77,64.0,76.0,72.0,76.0,72.0,66.0,75.0,75.0,75.0,77.0,75.0,74.0,41.0,81.0,69.0,75.0,28.0,21.0
V. Ibišević,77,59.0,51.0,77.0,79.0,77.0,47.0,72.0,76.0,41.0,44.0,60.0,81.0,83.0,71.0,71.0,79.0,29.0,22.0
S. Rondón,77,46.0,72.0,85.0,84.0,68.0,40.0,70.0,71.0,69.0,68.0,66.0,85.0,72.0,71.0,53.0,76.0,23.0,13.0
Victor Sánchez,77,77.0,68.0,59.0,70.0,80.0,78.0,66.0,78.0,58.0,61.0,72.0,71.0,83.0,78.0,79.0,78.0,80.0,80.0
D. Suárez,77,73.0,83.0,73.0,68.0,76.0,66.0,62.0,69.0,77.0,80.0,79.0,80.0,80.0,79.0,52.0,65.0,77.0,80.0
K. Huntelaar,77,62.0,53.0,78.0,79.0,68.0,44.0,62.0,69.0,50.0,57.0,58.0,80.0,69.0,77.0,66.0,81.0,33.0,23.0
L. Dubois,77,72.0,74.0,65.0,55.0,79.0,77.0,76.0,78.0,71.0,68.0,69.0,72.0,60.0,59.0,64.0,70.0,80.0,82.0
André Pinto,77,32.0,64.0,88.0,78.0,58.0,58.0,44.0,57.0,47.0,47.0,32.0,41.0,79.0,30.0,47.0,59.0,80.0,79.0
K. Lala,77,70.0,79.0,72.0,63.0,73.0,72.0,79.0,77.0,78.0,80.0,67.0,67.0,79.0,70.0,68.0,66.0,73.0,73.0
O. Kıvrak,77,63.0,40.0,68.0,14.0,38.0,40.0,25.0,26.0,60.0,60.0,67.0,23.0,30.0,70.0,50.0,50.0,13.0,16.0
A. Bertolacci,77,75.0,77.0,67.0,64.0,80.0,76.0,79.0,79.0,69.0,73.0,77.0,78.0,69.0,65.0,76.0,72.0,68.0,68.0
E. Giaccherini,77,93.0,69.0,54.0,58.0,78.0,70.0,81.0,80.0,80.0,67.0,85.0,68.0,66.0,53.0,76.0,78.0,62.0,66.0
A. Živković,77,88.0,70.0,40.0,43.0,80.0,75.0,82.0,80.0,85.0,82.0,85.0,74.0,58.0,57.0,80.0,77.0,64.0,50.0
R. Ábila,77,82.0,68.0,89.0,76.0,64.0,52.0,69.0,76.0,68.0,67.0,67.0,83.0,76.0,72.0,51.0,72.0,23.0,22.0
P. Diop,77,68.0,76.0,88.0,73.0,74.0,72.0,63.0,76.0,50.0,54.0,64.0,82.0,89.0,79.0,65.0,73.0,79.0,75.0
D. Garmash,77,77.0,80.0,73.0,56.0,80.0,76.0,69.0,72.0,62.0,63.0,67.0,80.0,92.0,59.0,82.0,75.0,73.0,69.0
T. Chandler,77,52.0,79.0,82.0,74.0,75.0,73.0,72.0,73.0,74.0,79.0,54.0,76.0,83.0,69.0,55.0,71.0,79.0,79.0
R. Klavan,77,54.0,55.0,74.0,78.0,72.0,73.0,56.0,70.0,45.0,51.0,58.0,67.0,77.0,74.0,60.0,70.0,80.0,77.0
A. Miranchuk,77,67.0,74.0,64.0,53.0,82.0,71.0,78.0,79.0,71.0,75.0,77.0,65.0,43.0,58.0,80.0,70.0,28.0,29.0
D. Da Silva,77,61.0,65.0,78.0,77.0,69.0,62.0,42.0,69.0,57.0,68.0,60.0,28.0,82.0,73.0,40.0,73.0,79.0,77.0
D. Benaglio,77,47.0,43.0,76.0,15.0,32.0,31.0,16.0,22.0,42.0,44.0,44.0,22.0,38.0,71.0,37.0,65.0,13.0,14.0
T. Rincón,77,81.0,87.0,77.0,58.0,78.0,76.0,76.0,77.0,76.0,69.0,75.0,77.0,82.0,91.0,72.0,74.0,82.0,78.0
M. Pereira,77,83.0,74.0,63.0,62.0,75.0,70.0,75.0,75.0,70.0,69.0,70.0,76.0,86.0,75.0,65.0,76.0,79.0,82.0
C. Borges,77,59.0,75.0,76.0,68.0,79.0,78.0,71.0,77.0,56.0,58.0,64.0,80.0,68.0,65.0,73.0,81.0,76.0,74.0
J. Sand,77,67.0,57.0,73.0,84.0,71.0,44.0,66.0,81.0,47.0,39.0,67.0,76.0,75.0,72.0,73.0,82.0,24.0,29.0
Markel Bergara,77,67.0,68.0,81.0,62.0,78.0,76.0,65.0,69.0,64.0,32.0,60.0,61.0,79.0,69.0,75.0,63.0,79.0,76.0
Vágner Love,77,82.0,73.0,75.0,78.0,70.0,45.0,76.0,75.0,76.0,73.0,77.0,80.0,72.0,77.0,72.0,74.0,33.0,25.0
B. Bourigeaud,77,69.0,77.0,65.0,53.0,79.0,75.0,75.0,77.0,73.0,70.0,70.0,77.0,72.0,71.0,76.0,76.0,68.0,63.0
R. Soriano,77,72.0,65.0,69.0,65.0,78.0,77.0,78.0,79.0,75.0,75.0,79.0,77.0,74.0,66.0,78.0,75.0,69.0,67.0
D. Kuzyaev,77,76.0,79.0,59.0,51.0,82.0,75.0,78.0,79.0,78.0,81.0,80.0,76.0,70.0,60.0,70.0,64.0,77.0,76.0
R. Sambueza,77,73.0,79.0,75.0,57.0,79.0,78.0,77.0,80.0,69.0,71.0,69.0,75.0,86.0,67.0,80.0,83.0,48.0,46.0
Montoya,77,80.0,83.0,68.0,62.0,73.0,69.0,70.0,74.0,79.0,79.0,78.0,82.0,69.0,75.0,63.0,67.0,73.0,77.0
